created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Jan 03 00:07:19 +0000 2024;1742336801279459496;"@KolongLangitGan @gibran_tweet Jenis org yg tololnya di pelihara,, padahal pas debat capres yg pertama udh d jelasin tp g mudeng juga,,, dasar otak bebel...";0;0;0;1;in;1720253649505669120;1742092963323503046;apeh34073;https://twitter.com/apeh34073/status/1742336801279459496
Tue Jan 02 19:38:02 +0000 2024;1742269034136031702;"Sebenernya sebelum ada kpop2an pas debat capres pertama ada yg bikin AU BL capres lho";0;1;0;0;in;1487852192141025281;1742269034136031702;nonsingular_f;https://twitter.com/nonsingular_f/status/1742269034136031702
Tue Jan 02 18:36:05 +0000 2024;1742253444713587021;"@MIlyasa652 Maaf nih yaa sebelumnya, pak Prabowo kaki nya lagi sakit yaa ?? Dari pas debat capres pertama, maaf nih jalannya kaya pincang2 gitu ?? Beneran saya cuma tanya kok, mudah2an pak Prabowo cepet sembuh amin 🙏🙏";0;0;0;1;in;1693218473206484992;1741968468063515084;FarukiSiregar;https://twitter.com/FarukiSiregar/status/1742253444713587021
Tue Jan 02 16:11:08 +0000 2024;1742216968542024130;"@oliviapaytenn Ikutin debat capres aja lip,aku juga tahun ini pertama kali nyoblos soalnya";0;0;0;0;in;1008620157101531136;1742189439122833698;Benderaafrika;https://twitter.com/Benderaafrika/status/1742216968542024130
Tue Jan 02 15:49:53 +0000 2024;1742211618791207389;"@fchaerunisaa i want to add a point too:  ketauan bgt pas debat pertama udh ga profesional dlm menjawab pertanyaan yg diajukan capres lain (related to 2nd point   selama debat cm joget+roastingin capres lain)  poin yg ini sih yg bikin aku eliminating him from my choice tbh";0;0;0;0;in;580934995;1742198164541608244;cruciatto;https://twitter.com/cruciatto/status/1742211618791207389
Tue Jan 02 12:26:11 +0000 2024;1742160355160461576;"Dukungan itu makin solid setelah digelarnya debat capres tahap pertama, berlanjut dengan debat cawapres. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto";0;1;0;0;in;1645464393365454848;1742160311682248998;KissMyASsdud3;https://twitter.com/KissMyASsdud3/status/1742160355160461576
Tue Jan 02 12:22:26 +0000 2024;1742159414713532770;"B. Memberi  Dukungan ke Pendukung Dianggap Provokasi   Gibran saat debat capres pertama juga menuai banyak kritikan. Wali Kota Solo itu terekam kamera sedang yang memberikan dukungan namun dianggap memprovokasi pada debat Capres. https://t.co/p1eycwbAP1";6;2;9;79;in;1427271021518721024;1742155121881178345;puspenpol;https://twitter.com/puspenpol/status/1742159414713532770
Tue Jan 02 12:06:34 +0000 2024;1742155420100366367;"1. Anies Baswedan  A. Retorika yang Tak Dipahami Semua  Debat pertama capres kemarin,  Anies diakui oleh sejumlah pengamat, salah satunya oleh eks Ketum PPP Romahurmuziy yang notabene mendukung Ganjar Pranowo.   [Next]";16;8;8;246;in;1427271021518721024;1742155121881178345;puspenpol;https://twitter.com/puspenpol/status/1742155420100366367
Tue Jan 02 12:02:45 +0000 2024;1742154459625783574;"Dukungan itu makin solid setelah digelarnya debat capres tahap pertama, berlanjut dengan debat cawapres. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto";0;1;0;0;in;1085653183;1742154415946260747;brendskienavarr;https://twitter.com/brendskienavarr/status/1742154459625783574
Tue Jan 02 11:35:41 +0000 2024;1742147648549990687;"lucky me krn gw justru kebalikannya yg dikasih insight buat ga pilih 0 dwah sm ortu... krn awalnya w ga terlalu melek sm yg berbau politik gini, dan jg ini pertama kalinya ikutan pemilu. tp abis nonton debat capres, i get it why knp ortu ngasih insight yg demikian😀";0;1;0;0;in;875597610177806336;1742147648549990687;anyeciaaa;https://twitter.com/anyeciaaa/status/1742147648549990687
Tue Jan 02 11:07:32 +0000 2024;1742140562105389210;"@_BungHerwin Luntur sejak debat capres pertama. Kita tgu debat capres selanjutnya. Apalg sdah dikasih meja..🤣 #AsalBukanPrabowo  #GanjarMahfud2024";0;0;0;0;in;62011265;1742026331179913369;MainAirHujan;https://twitter.com/MainAirHujan/status/1742140562105389210
Tue Jan 02 11:06:41 +0000 2024;1742140349340938572;"Lahir dari Eksperimen Politik Gerakan Mahasiswa, Ini Sejarah Pertama Kali Acara Debat Capres Ada di Indonesia https://t.co/mO2iErJNFM";0;0;0;0;in;1466815910518263808;1742140349340938572;idtodaycoid;https://twitter.com/idtodaycoid/status/1742140349340938572
Tue Jan 02 10:40:50 +0000 2024;1742133846068674598;"@kafiradikalis @muldirun gak tau tepatnya kapan, tapi yang jelas itu udah beredar sebelum Debat Capres pertama, udah lumayan agak lama juga sih. Sebelum nomor urut Capres juga klo gak salah.";0;0;0;0;in;68208622;1742086863501058252;ardibhironx;https://twitter.com/ardibhironx/status/1742133846068674598
Tue Jan 02 09:55:10 +0000 2024;1742122354288079250;"kenapa tiap debat capres/cawapres selalu pas di luar kota 😔😔. debat pertama di sandai, debat kedua di bandung, debat ketiga bau2nya bakalan di banjarmasin.";0;0;0;1;in;780578489124532224;1742122354288079250;bacadarikiri;https://twitter.com/bacadarikiri/status/1742122354288079250
Tue Jan 02 09:04:22 +0000 2024;1742109567453151597;"Sudah dua debat capres-cawapres digelar oleh Komisi Pemilihan Umum (KPU) hingga kini 😀 Debat pertama, untuk para calon presiden, dihelat 12 Desember 2023. Kemudian, debat kedua yang mempertemukan tiga calon wakil presiden, dilangsungkan sepuluh hari sesudahnya 👍 https://t.co/ksqfSuGlR6";0;1;0;0;in;1576826421552742400;1742109567453151597;fomomedia_id;https://twitter.com/fomomedia_id/status/1742109567453151597
Tue Jan 02 07:28:13 +0000 2024;1742085369175437802;"@tvOneNews Jadi ingat apa yg dikatakan paslon capres no 02 saat debat pertama..masih ada yg ingat???";0;0;0;0;in;1564330627985711104;1742070001413341287;RAKYATJ97874842;https://twitter.com/RAKYATJ97874842/status/1742085369175437802
Tue Jan 02 07:23:07 +0000 2024;1742084087559737744;"Tulisan Pertama 2024 : Penasaran melihat Gagasan Debat Ketiga Capres besok https://t.co/D6NZBTjFXr";0;0;0;1;in;2862109627;1742084087559737744;FelixSGL1;https://twitter.com/FelixSGL1/status/1742084087559737744
Tue Jan 02 07:00:00 +0000 2024;1742078268767953062;"masyarakat yang awalnya masih ragu-ragu kini hampir sebagian besar mengalihkan dukungan ke prabowo-gibran, dukungan itu makin solid setelah digelarnya debat capres tahap pertama, berlanjut dengan debat cawapres.  #SolidBarisanRFG https://t.co/he6fV280WE";0;0;0;0;in;2744438474;1742078268767953062;EhanBysqi;https://twitter.com/EhanBysqi/status/1742078268767953062
Tue Jan 02 06:00:51 +0000 2024;1742063384261189903;"Berdasarkan penampilan capres dalam debat pertama pada hari Selasa (12/12),#IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto";0;1;0;0;in;2221519400;1742063353848369230;sthefanieau_;https://twitter.com/sthefanieau_/status/1742063384261189903
Tue Jan 02 05:56:25 +0000 2024;1742062270749057084;"Rill,gw baru pertama kali mau nyoblos,awalnya "ah ngapain juga liat politik, bikin pusing aja" bahkan pas debat capres cawapres nggak tertarik samsek terus mikir buat golput aja, setelah ada Anies bubble nih keliatan beda aja gitu";0;1;0;0;in;1722648486578122752;1742062270749057084;PrettyestNini_;https://twitter.com/PrettyestNini_/status/1742062270749057084
Tue Jan 02 05:50:48 +0000 2024;1742060853787320591;"@tempodotco Sangat setuju ketika pak Anies debat pertama capres bahwa ketika jakarta ada masalah jgn ditinggal. Justru diperbaiki dibenahi agar lebih baik... Jakarta tetap ibukota";0;0;0;0;in;1669260416369963008;1741724219602584022;Mohamma29027940;https://twitter.com/Mohamma29027940/status/1742060853787320591
Tue Jan 02 05:47:21 +0000 2024;1742059985666978148;"Dukungan itu makin solid setelah digelarnya debat capres pertama, berlanjut dengan debat cawapres dan kita bisa melihat penampilan mas #Gibran2024 sangat memukau,dan ini yang sebabkan pendukung Jokowi yang awalnya masih ragu-ragu kini hampir bulat mengalihkan dukungan ke… https://t.co/b3e4M9StM5";7;111;38;89;in;576755999;1742059985666978148;bengkeldodo;https://twitter.com/bengkeldodo/status/1742059985666978148
Tue Jan 02 04:26:45 +0000 2024;1742039704646853103;"Dukungan itu makin solid setelah digelarnya debat capres tahap pertama, berlanjut dengan debat cawapres. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto";0;1;0;0;in;1620722549863886848;1742039656315953364;pyylahh1;https://twitter.com/pyylahh1/status/1742039704646853103
Tue Jan 02 03:45:47 +0000 2024;1742029395408392693;"@Mdy_Asmara1701 OMG Om Wowooooo, sy kira beneran yg Om Wowo bilang di debat capres pertama kmrn kl g gila jabatan  Sorry yeeee soooorryyy yeeeee  Busssssukkkk Om Wowo😓😭";0;0;0;0;in;1713358555913617408;1741774067890552902;MuhammadReno808;https://twitter.com/MuhammadReno808/status/1742029395408392693
Tue Jan 02 03:11:24 +0000 2024;1742020740202086682;"Jadi inget closing statement pak @aniesbaswedan di debat capres pertama. Wakanda No More, Indonesia Forever!  Pilih AMIN utk kembalikan nilai2 demokrasi di Indonesia.";0;0;0;1;in;59670979;1742020740202086682;PKSCibitung;https://twitter.com/PKSCibitung/status/1742020740202086682
Tue Jan 02 01:15:31 +0000 2024;1741991579525779910;"@irasjafii Anak saya juga pemilih pertama dok. Mahasiswa semester 3, bener2 tiap debat capres &amp  cawapres di tonton sampai habis. Temen2 nya juga lagi pada main ke rumah obrolannya berat ttg capres. Saya dengerinnya senyum2 aja, dan cuma ingetin sama mereka aja jangan salah pilih";0;0;0;4;in;1555208540;1741686578425246075;irmawati_arini;https://twitter.com/irmawati_arini/status/1741991579525779910
Mon Jan 01 23:18:49 +0000 2024;1741962209423728729;"@ObiWan_Catnobi Pas lihat beliau di debat capres pertama, udah kasihan. Kayak berat gitu jalannya 🙈";0;0;0;0;in;1343352380;1741847234000666898;qomaqueen;https://twitter.com/qomaqueen/status/1741962209423728729
Mon Jan 01 22:25:29 +0000 2024;1741948786623283602;"Hmmm Pak Tedy? Yang ajudannya yang ngintil pas Debat Capres pertama? Atau Tedy yang lain?";0;0;0;3;in;1131410981131653120;1741948786623283602;dp_koesmirah;https://twitter.com/dp_koesmirah/status/1741948786623283602
Mon Jan 01 16:53:51 +0000 2024;1741865329502912860;"#Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 Petani Bangga bertani Seno menyebut Mahfud MD ... performa Mahfud MD di debat capres pertama. bersih kuatkanKPK Mahfud MD\";0;0;0;0;in;160615803;1741865329502912860;cityfanontour;https://twitter.com/cityfanontour/status/1741865329502912860
Mon Jan 01 13:50:14 +0000 2024;1741819119123771554;"Ganjar Pranowo menyinggung masalah pupuk langka yang sempat menjadi bahan perdebatan dalam debat capres pertama beberapa waktu lalu. https://t.co/Uuw8Snjmkv";0;88;3;124;in;23343960;1741819119123771554;kompascom;https://twitter.com/kompascom/status/1741819119123771554
Mon Jan 01 11:18:37 +0000 2024;1741780964987285590;"@cakimiNOW inget ya lu cawapres. gak usah sok sok merasa Capres yaa.. Ngaca! gak demen gua sama awal pidato lu kemaren di debat pertama.";0;0;0;0;in;1466780876621025281;1741751288017350768;janisari9;https://twitter.com/janisari9/status/1741780964987285590
Mon Jan 01 06:48:06 +0000 2024;1741712885888458998;"@Hudakeyy @Fahrihamzah Pantesan debat capres pertama ngga pake podium...bisa ancur tuh podium...";0;0;0;1;in;1721847552461676544;1741705220923789615;KEANU2749717;https://twitter.com/KEANU2749717/status/1741712885888458998
Mon Jan 01 06:31:30 +0000 2024;1741708711331279292;"@are_inismyname @seeksixsuck @kurawa @bengkeldodo @P4P4B0W0_2024 @Alie_Fahnoor @Kimberley_2024 @Ndons_Back @yosephrosario_ @florieliciouss @zarryhendrik i ini parah nih, pasti pendukungnya gak nonton debat capres season pertama, aaahahahahaha ((jiwa besar)) katanya 😂🤣😆";0;0;0;0;in;1502920287930978307;1741335734467141718;ParkAhnNice;https://twitter.com/ParkAhnNice/status/1741708711331279292
Mon Jan 01 04:23:33 +0000 2024;1741676511474696511;"#L3bihBaik Mahfud Hebat Happy New Year \'a0LanjutGan\'a0 MARQUEZ__93: Menurut Pakar Gestur Mbak Monica  Paling Unggul Di Debat Capres Putaran Pertama Bukan Pakar Gestur Bayaran 5 JT Sebulan. M1r7hsv43O bersih kuatkanKPK Mahfud MD\";0;0;0;0;in;1693009791327649792;1741676511474696511;sssandraap;https://twitter.com/sssandraap/status/1741676511474696511
Mon Jan 01 03:06:41 +0000 2024;1741657167793438747;"#L3bihBaik Mahfud Hebat Happy New Year \'a0savicali Kemarin di debat pertama capres  menggunakan kalimat yg isinya hampir begitu, kami GaMa dari keluarga rakyat biasa. Beneran ga tuh? bersih kuatkanKPK Mahfud MD\";0;0;0;0;in;1580882194712727558;1741657167793438747;tazlevrai;https://twitter.com/tazlevrai/status/1741657167793438747
Mon Jan 01 02:43:26 +0000 2024;1741651313094754542;"@reinharthrm @orenjinoir Takutnya bakal bikin peraturan negara yang mendukung bisnisnya dia. Ga semua, cuma ada oknum yang begitu. Coba tonton aja debat capres pertama yang Pak Anies sama Pak Prabowo mbahas oposisi";0;0;1;83;in;1521328447813201921;1741371690171637827;qiwqiw45;https://twitter.com/qiwqiw45/status/1741651313094754542
Mon Jan 01 02:24:18 +0000 2024;1741646500009226602;"@Thejenniecorn @dewimaysaa @WidasSatyo Parsoc sebar2 fitnah dluan abis debat capres pertama  inget bgett gue demi belain si gemoy yg emosian wktu debat capres trus nyerang 01";0;0;2;39;in;1440597078;1741622811180122189;lail_23;https://twitter.com/lail_23/status/1741646500009226602
Sun Dec 31 06:01:30 +0000 2023;1741338773567492160;"@sami86pilang Prabowo d debat capres pertama bilang smeua harga terjangkau d jaman jokowi?????";0;0;0;0;in;1682989420285399040;1741277863419256934;mikailpakpahan;https://twitter.com/mikailpakpahan/status/1741338773567492160
Sun Dec 31 00:27:56 +0000 2023;1741254829027250593;"gestur tangan dan cara menyerangnya masih sama kyk debat capres pertama kemarin hehehe";0;0;1;0;in;472645137;1741254829027250593;sulthanium;https://twitter.com/sulthanium/status/1741254829027250593
Sat Dec 30 16:11:51 +0000 2023;1741129982116814949;"sementara itu, di sini debat capres pertama beberapa kali omongan diluar tema khususnya 02 yang tidak menjawab dan melontarkan apapun terkait Penuntasan Pelanggaran HAM berat, Reformasi kepolisian, dan kebebasan berpendapat.  telek emang.";0;0;0;0;in;880405249420177408;1741129353537417603;Rizkyfarizaa;https://twitter.com/Rizkyfarizaa/status/1741129982116814949
Sat Dec 30 15:55:04 +0000 2023;1741125760277160303;"namanya juga sdm rendah😂🙏🏼  dr debat capres pertama aja gue udh speechless, "dih? kok ada calon presiden ngomongnya nyeleneh gini pas debat? mana ga berbobot lagi." sumpah gue autobilang begitu krn aneh bgt sama cara jawab beliau.  ditanya serius kok malah ngalor ngidul. ndasmu.";0;0;0;0;in;1309284347665477632;1741125760277160303;harluot;https://twitter.com/harluot/status/1741125760277160303
Sat Dec 30 15:10:26 +0000 2023;1741114527754928246;"Lg bertakon2 kenapa "king n queen" Maker gak hadir dalam debat capres dr pertama dan kedua..... Tanya ask kenapa why.... 🤔🤪🤪🤪";0;0;0;2;in;1152447574411902977;1741114527754928246;are_inismyname;https://twitter.com/are_inismyname/status/1741114527754928246
Sat Dec 30 13:52:55 +0000 2023;1741095020583927941;"@VIVAcoid 1 yang meninggal di Klaten Yogya itu sesama sipil biasa bukan oknum TNI.  Yang mau gue sampaikan yuk berhenti kampanye negatif ke paslon lain yg bikin pendukungnya tersinggung.  Utamakan persatuan seperti yang pak @prabowo sampaikan di debat capres pertama";0;0;1;1;in;169355483;1741079234549096601;meipri;https://twitter.com/meipri/status/1741095020583927941
Sat Dec 30 13:38:11 +0000 2023;1741091312190050617;"Lagi, masih terkait isu Pilpres 2024. Kali ini menelisik bagaimana media memberitakan pasca debat perdana Capres-Cawapres 2024. Bagaimana framing media, khususnya @tempodotco dalam memberitakan hasil debat yang pertama.  Penulis: Yoga Firman Firdaus  https://t.co/zPDXCVowKZ";1;0;0;1;in;1594944407551475712;1741091312190050617;komunikeasy;https://twitter.com/komunikeasy/status/1741091312190050617
Sat Dec 30 12:52:30 +0000 2023;1741079817385312521;"@Hilmi28 Waktu awal pengumuman capres cawapres, yg trending/kompetisi tuh 02 sama 03 mulu, sampe2 dikata ini yg nyapres cuma 2 org aja  wkwk, 01 mulai masuk putaran kompetisi pas debat pertama selesai";0;0;1;29;in;1485379038701318145;1741051341664051406;betakarote;https://twitter.com/betakarote/status/1741079817385312521
Sat Dec 30 11:14:41 +0000 2023;1741055201522618412;"@Mosthafavi Masalahnya mba kalo bukan bayaran harusnya ga segitunya nyebokkin nya, dgn bilang pak prabowo tampil tenang dan paling menguasai saat debat capres pertama aja org2 udh langsung tau kalo mrk ga objektif dan terkesan memaksaan opini yg nol bgt.";0;1;0;1;in;1241613332710215680;1740957525997158498;shawty1715;https://twitter.com/shawty1715/status/1741055201522618412
Sat Dec 30 10:42:21 +0000 2023;1741047061355827516;"@DrEvaChaniago Dalam debat capres yang pertama, Pak Anies Rasyied Baswedan menceritakan kinerjanya sebagai gubernur jakarta. Pak Ganjar Pranowo juga menceritakan kinerjanya semasa menjabat sebagai gubernur jawa tengah. Klo Pak timbul menceritakan bagaimana kinerja jokowi.. #AMINAjaDulu";0;0;0;0;in;1672134863774957569;1740949138861171027;dhiway90;https://twitter.com/dhiway90/status/1741047061355827516
Sat Dec 30 09:46:50 +0000 2023;1741033090972025312;"@detikcom Saat debat capres pertama, GM duduk dibagian 02, knp gak diakui sbg tim.. 🤭";0;0;0;0;in;78113747;1740701698245755157;chopperiyanto;https://twitter.com/chopperiyanto/status/1741033090972025312
Sat Dec 30 09:07:59 +0000 2023;1741023312887824437;"@UyokBack Di debat capres pertama dia ada tuh &amp  di luar punya tugas juga.. https://t.co/8KUMpkDMNS";1;0;4;11;in;1022526674645078016;1741020427139555605;lobaKaheureui;https://twitter.com/lobaKaheureui/status/1741023312887824437
Sat Dec 30 07:45:54 +0000 2023;1741002657178038744;"Awalnya saya mau coblos nomer 2 aja Karna kasian nyopras nyapres ga jadi, jauh sblm itu jg pikir golput aja lah, politik makin kesini makin kek tai. Tapi sesudah debat capres pertama itu beneran membuka mata ternyata ada org berani utk mengoyak2 apa yg sdg terjadi hari ini";0;1;3;5;in;754717498793074688;1741002657178038744;putrihmm;https://twitter.com/putrihmm/status/1741002657178038744
Sat Dec 30 06:12:19 +0000 2023;1740979106131611939;"Pada Pemilu 2004, untuk pertama kali rakyat memilih langsung pasangan capres-cawapres. Debat mulai digelar untuk menyampaikan visi-misi para capres-cawapres. #fotografi #AdadiKompas  https://t.co/q3cKOKwOOY";0;0;0;1;in;255866913;1740979106131611939;hariankompas;https://twitter.com/hariankompas/status/1740979106131611939
Sat Dec 30 05:06:10 +0000 2023;1740962460012785809;"Dari debat pertama Capres &amp  Debat ke-2 yang diikuti oleh Cawapres belum ada yang menyentuh kontribusi petani tembakau dan Industri Hasil Tembakau. Padahal IHT amat besar menyumbang pendapatan ekonomi negara. Ketiga Capres tidak mengangkat penegakan hukum atau regulasi yang… https://t.co/XBxwTWpRIl";1;4;1;10;in;1306940532531183616;1740962460012785809;LiatAjaX;https://twitter.com/LiatAjaX/status/1740962460012785809
Sat Dec 30 04:31:47 +0000 2023;1740953806786187532;"Kemarin istilah gue ABG (asal bukan ganjar) setelah lihat kelakuannya saat debat capres pertama kini saya bisa bilang asal bukan prabowo. Kalau bisa bukan keduanya, hanya satu saja AMIN";0;0;0;0;in;782995729107136512;1740953806786187532;aizura2019;https://twitter.com/aizura2019/status/1740953806786187532
Sat Dec 30 04:29:40 +0000 2023;1740953272553501044;"@BosPurwa Ya emang susah kalau udah mengakar.  Sama branding gemoy, dikira bakal bertahan terus? Debat capres pertama aja udah ambruk langsung.";0;0;0;6;in;1509190053700186119;1740908301859344416;engleeye_;https://twitter.com/engleeye_/status/1740953272553501044
Sat Dec 30 04:17:36 +0000 2023;1740950238188257351;"Pada Pemilu 2024, untuk pertama kali rakyat memilih langsung pasangan capres-cawapres. Debat mulai digelar untuk menyampaikan visi-misi para capres-cawapres. #Polhuk #AdadiKompas   https://t.co/0ko2wW5BKr";0;0;0;0;in;771030588;1740950238188257351;KompasData;https://twitter.com/KompasData/status/1740950238188257351
Sat Dec 30 03:34:48 +0000 2023;1740939465034731557;"@satriowidianto3 @aniesmania Najis pilih cawapres anak haram konstitusi keluarga rakus kekuasaan. Motif Capres aja pengen jadi presiden cuma agar usahanya lancar. Nonton debat pertama kan. Dari situ aja kalo gak bakalan mau pilih beliau";0;0;0;0;in;118243421;1740358157132800408;aristmust;https://twitter.com/aristmust/status/1740939465034731557
Sat Dec 30 02:44:00 +0000 2023;1740926681127551206;"Beberapa kali liat video 3 paslon lagi bareng di sebuah acara termasuk di debat capres pertama, tiap mereka salaman pasti Anies &amp  Ganjar salaman sambil cipika cipiki tipis-tipis, jadi akrab gitu bromance. Tapi kalo Prabowo cuma salaman biasa, gak akrab kah? 🤔";0;0;0;0;in;48375865;1740926681127551206;iyamrenzia;https://twitter.com/iyamrenzia/status/1740926681127551206
Sat Dec 30 01:49:21 +0000 2023;1740912930663879007;"@panca66 @anthon_moh @aniesbaswedan Miftah masuk timsesnya 02 dua.. Debat capres pertama dia ikut, lah ini ak7n gk jelas di hubung2kan ke anis,";0;2;0;27;in;1034468303471661057;1740893412839260187;Vickyandrian89;https://twitter.com/Vickyandrian89/status/1740912930663879007
Sat Dec 30 00:27:53 +0000 2023;1740892427823813084;"@andikamalreza Pinter politik yang gak pinter-pinter amat. Udah gua unfoll sejak debat capres pertama.";0;0;0;0;in;2946715514;1740766131395432543;yasavad;https://twitter.com/yasavad/status/1740892427823813084
Fri Dec 29 20:16:20 +0000 2023;1740829121398382621;"Gue ngikutin debat capres-cawapres tuh sejak tahun 2009. Dulu, pertama kalinya tahu Prabowo sebagai cawapresnya Megawati nggak sengaja nandain tiap beliau orasi atau debat bahasanya kayak nggak dipikir. Heran juga. Gue kira dulu latar belakang mentereng pasti bagus aja gitu.";0;0;0;0;in;1268401971221811201;1740829121398382621;itsam23;https://twitter.com/itsam23/status/1740829121398382621
Fri Dec 29 16:38:00 +0000 2023;1740774177811075367;"@awmaluubgtttt Liat debat capres pertama. Gestur marahnya keliatan banget. Sampe si andovi yang lagi di acara narasi aja ngeh langsung sama gestur marahnya prabowo";0;0;0;0;in;1509190053700186119;1740773667464941982;engleeye_;https://twitter.com/engleeye_/status/1740774177811075367
Fri Dec 29 16:35:13 +0000 2023;1740773477567934572;"Buseet buseettt playing victim lu kaya banci pake bilang jangan sebut wan angin wkwkwk. Mau gue screenshot twit2 lu yg abis debat capres pertama manggilnya pake kalimat apa?!! Pinter emang buzzer satu ini. Briefnya bagus.";0;0;0;0;in;1226469041251831808;1740773477567934572;fl00000shhh;https://twitter.com/fl00000shhh/status/1740773477567934572
Fri Dec 29 16:23:42 +0000 2023;1740770578465005810;"@KompasTV Wkwkwkwkw  😜 😂 🤣 spil foto debat capres pertama, ada yg mula" ketawa-ketiwi lalu tiba" langsung diam seribu bahasa jejak digital tdk bsa di tipu";0;0;0;1;in;1652154875910967299;1740752931388051467;cyro1089;https://twitter.com/cyro1089/status/1740770578465005810
